name,n_occurences
finite strain theory,1
finite strip method,1
finite subdivision rule,4
finite volume method,9
finite-difference time-domain method,7
finite-state machine,40
fire alarm system,1
fire control,1
fire detection,1
fire dynamics simulator,1
fire protection,1
firefighting,3
firefly protocol,5
fireplace,1
firewall (construction),3
firewire camera,2
fireworks,1
firmware,13
first aid,1
first class,2
first fill,1
first impression (psychology),4
first language,3
first light,1
first playable demo,3
first principle,7
first responder,3
first surface mirror,1
first-class citizen,2
first-class function,1
first-generation programming language,13
first-order logic,3
fiscal year,1
fisher information,2
fisher kernel,4
fishery,2
fisheye lens,21
fishfinder,1
fishing,4
fishing industry,1
fishing line,1
fissure,1
fist,3
fitness approximation,3
fitness function,21
fitness landscape,6
fitting problems,1
fitts's law,6
five points determine a conic,1
five room puzzle,1
five ws,1
five-dimensional space,1
five/second,1
fixation (histology),1
fixation (psychology),5
fixation (visual),7
fixation disparity,1
fixed block,1
fixed cost,1
fixed point,21
fixed wireless,1
fixed-function,39
fixed-point arithmetic,6
fixed-point iteration,1
fixed-point theorem,1
fixed-priority pre-emptive scheduling,1
fixed-radius near neighbors,1
fixture,6
flaccidity,1
flagging,1
flags register,8
flame clustering,3
flame detection,1
flange,1
flank,2
flanking maneuver,1
flapping,2
flare,1
flash crash,1
flash file system,2
flash flood,1
flash memory,1
flash memory emulator,1
flash-lamp,1
flashback,1
flashing,2
flashlight,12
flat file database,7
flat memory model,6
flat panel detector,1
flat panel display,17
flat spline,3
flat torus,1
flat-field correction,1
flatness (systems theory),8
flatpack,2
flattening,25
flavor,2
fleet management,1
flemish,1
flesh,6
flex,8
flexible display,12
flexible electronics,1
flexible endoscope,2
flexible manufacturing system,1
flicker,58
flicker fusion threshold,1
flicker-free,1
flight dynamics,5
flight envelope,1
flight management system,1
flight plan,1
flight planner,1
flight planning,2
flight simulator,45
flight test,2
flight training,4
flip,7
flip-flop,1
flipped classroom,1
flipper,1
floating car data,11
floating point,91
floating-point unit,6
flock,12
flocking (behavior),4
flocking (texture),12
flood fill,1
flood insurance,1
flood myth,5
flooding (psychology),1
floor location,2
floor plan,14
floorplan,2
flops,5
floristics,1
flow (psychology),49
flow control (data),3
flow cytometry,7
flow cytometry bioinformatics,1
flow cytometry standard,1
flow map,13
flow measurement,1
flow network,22
flow shop scheduling,2
flow velocity,11
flow visualization,278
flowchart,15
flowjo,1
floyd–steinberg dithering,3
floyd–warshall algorithm,1
fluency,9
fluent,7
fluid appearance,1
fluid coupling,1
fluid dynamics,112
fluid mechanics,13
fluid parcel,2
fluid property,1
fluid simulation,111
fluid wave,1
fluidics,2
fluid–structure interaction,3
fluorescence,12
fluorescence correlation spectroscopy,1
fluorescence microscope,2
fluorescence-lifetime imaging microscopy,1
fluoroscope,6
fluoroscopic imaging,1
fluoroscopy,25
flute,3
flutter,4
fluvial,3
fluvial terrace,1
flux,16
flux balance analysis,2
fluxomics,1
fluxus,1
flybase : a database of drosophila genes & genomes,1
flying fish,1
flywheel,1
foaf,2
focal length,47
focal mechanism,2
focal point,4
focal surface,1
focalization,1
focus (geometry),9
focus (optics),8
focus group,20
focus stacking,8
focusing attention,1
foetal head,1
fog display,8
fogging,1
foil method,3
fokker–planck equation,1
fold (geology),9
fold (higher-order function),50
folded shape,1
foley,8
folio,1
folk culture,1
folk dance,4
folksonomy,4
font,79
fonts on macintosh,3
food analysis,1
foot (unit),4
foot movements,1
foot reconstruction,1
foot switch,1
football,17
footmouse,3
footprint,15
footprinting,1
for loop,4
forage fish,1
foraging,3
force concept inventory,1
force density,1
force dynamics,2
force field (chemistry),3
force field (physics),1
force-directed graph drawing,16
forceps,2
forceps delivery,1
forcing (mathematics),3
ford–fulkerson algorithm,1
forearm,5
foreground detection,3
foreground-background,6
forehead,8
forehead skin,1
foreign bodies,1
foreign currency exchange,1
foreign direct investment,1
foreign language,4
foreign object,1
foreknowledge,1
foreland basin,1
forensic examination,1
forensic identification,1
forensic psychiatry,1
forensic science,15
forensic study,1
foreshock,1
forest inventory,1
forest management,6
forestry,2
forge,3
forgetting,6
forging,1
fork (system call),3
fork–join queue,1
form factor (quantum field theory),52
form of the good,12
form perception,2
form version,1
formability,1
formal concept analysis,16
formal derivative,1
formal equivalence checking,1
formal expression,2
formal grammar,10
formal language,13
formal learning,1
formal methods,26
formal ontology,2
formal proof,4
formal relationships,1
formal science,1
formal specification,76
formal system,1
formal verification,24
formalism (philosophy of mathematics),4
formalism (philosophy),39
formative assessment,38
formatted text,9
formicoidea,1
forming processes,1
forms processing,2
formwork,1
fortran,52
fortress (chess),5
fortune-telling,1
forum spam,2
forward algorithm,2
forward auction,1
forward error correction,3
forward kinematics,4
forward scatter,1
forwarder,1
forwarding plane,5
fossil fuel,3
foundational model of anatomy,4
fountain,3
fountain code,1
four-dimensional computed tomography,1
four-dimensional space,8
fourier analysis,16
fourier series,11
fourier transform,107
fourier transform infrared spectroscopy,1
fourier transform ion cyclotron resonance,2
fourier–bessel series,1
fourth dimension,17
fourth-generation programming language,7
fovea centralis,1
foveal,35
foxing,1
foxpro,1
foyer,1
fpga prototype,6
fr-v,1
fractal,169
fractal analysis,9
fractal antenna,1
fractal art,14
fractal compression,23
fractal dimension,12
fractal flame,1
fractal landscape,5
fractal transform,9
fractal tree index,3
fractional anisotropy,7
fractional brownian motion,6
fractional calculus,5
fractional coordinates,1
fractional factorial design,1
fractional part,2
fracture mechanics,4
fracture toughness,1
fragment processing,47
fragmentation (computing),21
frame (networking),2
frame analysis,1
frame grabber,8
frame of reference,10
frame rate,759
frame rate control,5
frame semantics,1
frame synchronization,3
frame synchronization (video),6
frame time,3
framebuffer,30
framenet,1
framing (construction),8
framing (world wide web),1
franchise,7
fraunhofer diffraction,2
freak,1
fredholm integral equation,1
free association (psychology),2
free boundary condition,2
free field,2
free flight,2
free good,1
free object,2
free parameter,3
free recall,1
free surface,13
free viewpoint television,31
free will,1
free-form deformation,68
free-space optical communication,1
freedman,1
freeform (shape),3
freeform surface modelling,3
freeze technique,2
french curve,1
frenet–serret formulas,4
frep,3
frequency,2
frequency analysis,29
frequency band,3
frequency distribution,1
frequency domain,94
frequency modulation,4
frequency response,13
frequency scaling,6
frequency spectrum,2
frequency synthesizer,1
frequentist inference,1
fresco,7
fresnel diffraction,2
fresnel equations,5
fresnel lens,1
friend of a friend,2
friendly environment,1
friendship,7
frieze,3
frieze group,1
frit,1
front and back ends,49
front panel,1
front-side bus,1
frontier,4
frost,2
frostbite,1
frosted glass,2
frottage,2
frustration,10
frustum,42
fréchet distance,2
fréchet mean,1
fsa-red algorithm,3
fspf,1
ftam,1
fuel efficiency,3
fuel gas,1
fujitsu fr,1
full cycle,1
full employment theorem,1
full motion video,5
full scale,12
full screen effect,2
full spectral imaging,8
full state feedback,1
full table scan,2
full text search,8
full virtualization,2
full width at half maximum,1
fulldome,11
function (biology),2
function (mathematics),11
function approximation,16
function block diagram,1
function composition (computer science),2
function field,2
function field of an algebraic variety,1
function model,2
function overloading,1
function representation,37
function space,3
functional analysis,17
functional approach,1
functional block diagram,1
functional boxplot,1
functional brain imaging,2
functional compiler,1
functional data analysis,1
functional decomposition,4
functional dependency,6
functional derivative,1
functional design,2
functional equation,2
functional genomics,7
functional illiteracy,1
functional imaging,1
functional integration (neurobiology),1
